number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,negative:negative,negative:positive,positive:negative,positive:positive
50,10,250,0.5,0.5,3,72,29,14,148
50,10,250,0.5,0.5,3,50,51,12,150
50,10,250,0.5,0.5,3,88,13,9,153
50,10,250,0.5,0.5,3,82,19,1,161
50,10,250,0.5,0.5,3,82,19,9,153
50,10,250,0.5,0.5,3,99,2,16,146
50,10,250,0.5,0.5,3,92,9,1,161
50,10,250,0.5,0.5,3,88,13,1,161
50,10,250,0.5,0.5,3,86,19,8,154
50,10,250,0.5,0.5,3,88,17,2,160
50,10,250,0.5,0.5,3,86,19,4,158
50,10,500,0.5,0.5,3,92,9,13,149
50,10,500,0.5,0.5,3,100,1,13,149
50,10,500,0.5,0.5,3,98,3,11,151
50,10,500,0.5,0.5,3,79,22,12,150
50,10,500,0.5,0.5,3,68,33,4,158
50,10,500,0.5,0.5,3,78,23,18,144
50,10,500,0.5,0.5,3,85,16,25,137
50,10,500,0.5,0.5,3,76,25,4,158
50,10,500,0.5,0.5,3,53,48,3,159
50,10,500,0.5,0.5,3,85,16,1,161
50,10,500,0.5,0.5,3,93,8,14,148
50,10,500,0.5,0.5,3,87,14,21,141
50,10,500,0.5,0.5,3,85,20,15,147
50,10,500,0.5,0.5,3,79,26,14,148
50,10,500,0.5,0.5,3,78,27,4,158
